GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
BCN-WS,com.resoluttech.bcn.otp.queries,InsertOTPRecord.Input,0,75,0,0,0,10,0,10,0,10
BCN-WS,com.resoluttech.bcn.otp.queries,FindValidateOTPById.Result,0,27,0,0,0,4,0,4,0,4
BCN-WS,com.resoluttech.bcn.otp.queries,FindReSendOTPById.Result,0,72,0,0,0,10,0,10,0,10
BCN-WS,com.resoluttech.bcn.otp.queries,FindValidateOTPByIdPostgres.implementation.new RecordMapper() {...},0,30,0,0,0,4,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,FindReSendOTPByIdPostgres.implementation.new RecordMapper() {...},0,71,0,0,0,10,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,InsertOTPRecord,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,UpdateResendOTPByIdPostgres,13,72,1,1,1,14,1,2,0,2
BCN-WS,com.resoluttech.bcn.otp.queries,DatabaseModuleKt.databaseModule.new Function1() {...},0,39,0,0,0,8,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,UpdateValidateOTPByIdPostgres,13,52,1,1,1,11,1,2,0,2
BCN-WS,com.resoluttech.bcn.otp.queries,FindReSendOTPById,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,FindValidateOTPById.Input,0,12,0,0,0,2,0,2,0,2
BCN-WS,com.resoluttech.bcn.otp.queries,FindSentOTPCount.Result,0,9,0,0,0,2,0,2,0,2
BCN-WS,com.resoluttech.bcn.otp.queries,UpdateResendOTPById,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,UpdateResendOTPById.Input,0,66,0,0,0,9,0,9,0,9
BCN-WS,com.resoluttech.bcn.otp.queries,FindValidateOTPById,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,FindSentOTPCountPostgres,0,160,0,8,0,30,0,6,0,2
BCN-WS,com.resoluttech.bcn.otp.queries,InsertOTPRecordPostgresKt,4,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.otp.queries,FindReSendOTPByIdPostgres,0,75,0,2,0,10,0,3,0,2
BCN-WS,com.resoluttech.bcn.otp.queries,FindValidateOTPByIdPostgres,0,53,0,2,0,10,0,3,0,2
BCN-WS,com.resoluttech.bcn.otp.queries,InsertOTPRecordPostgres,13,79,1,1,1,12,1,2,0,2
BCN-WS,com.resoluttech.bcn.otp.queries,FindSentOTPCount,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,DatabaseModuleKt.databaseModule.1.new Function2() {...},0,24,0,0,0,3,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,UpdateValidateOTPById,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,DatabaseModuleKt.databaseModule.1.new Function2() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,DatabaseModuleKt.databaseModule.1.new Function2() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,DatabaseModuleKt.databaseModule.1.new Function2() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,DatabaseModuleKt.databaseModule.1.new Function2() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,DatabaseModuleKt.databaseModule.1.new Function2() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,DatabaseModuleKt.databaseModule.1.new Function2() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.otp.queries,DatabaseModuleKt,0,11,0,0,0,1,0,2,0,2
BCN-WS,com.resoluttech.bcn.otp.queries,FindSentOTPCount.Input,0,24,0,0,0,4,0,4,0,4
BCN-WS,com.resoluttech.bcn.otp.queries,FindReSendOTPById.Input,0,12,0,0,0,2,0,2,0,2
BCN-WS,com.resoluttech.bcn.otp.queries,UpdateValidateOTPById.Input,0,39,0,0,0,6,0,6,0,6
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindSendMoneyExternalToBCNByIdPostgres.implementation.new RecordMapper() {...},118,0,2,0,17,0,2,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,InsertValuesToSendMoneyExternalToBCNTable.Input,100,0,0,0,11,0,12,0,12,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindExternalCounterpartyByUserId.Input,0,12,0,0,0,2,0,2,0,2
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,UpdateSendMoneyExternalToBCNById,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindCounterpartyDetailsById.Result,63,0,0,0,8,0,8,0,8,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,InsertHoldingTransactionIdsInCounterpartyTransactionTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindExternalCounterpartyByUserIdPostgres,0,106,0,0,0,19,0,3,0,3
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindSendMoneyExternalToBCNById.Input,12,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,InsertHoldingTransactionIdsInCounterpartyTransactionTable.Input,36,0,0,0,5,0,5,0,5,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,UpdateReversalTransactionIdsInCounterpartyTransactionTable.Input,39,0,0,0,5,0,5,0,5,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindExternalCounterpartyByUserId.Result,0,30,0,0,0,4,0,4,0,4
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,InsertHoldingTransactionIdsInCounterpartyTransactionTablePostgres,70,0,2,0,14,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindExternalCounterpartyByUserId,0,3,0,0,0,2,0,1,0,1
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindSendMoneyExternalToBCNByIdPostgres,130,0,2,0,19,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,InsertHoldingTransactionIdsInCounterpartyTransactionTable.Result,12,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindCounterpartyDetailsById,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,UpdateReversalTransactionIdsInCounterpartyTransactionTablePostgres,55,0,2,0,10,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,CheckIfExternalCounterpartyExistsForGivenId.Result,12,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindCounterpartyDetailsById.Input,12,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,InsertValuesToSendMoneyExternalToBCNTable.Result,12,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,UpdateReversalTransactionIdsInCounterpartyTransactionTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,InsertHoldingTransactionIdsInCounterpartyTransactionTablePostgres.implementation.new RecordMapper() {...},13,0,0,0,2,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,CheckIfExternalCounterPartyExistsForGivenIdPostgres.implementation.new RecordMapper() {...},13,0,0,0,2,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,InsertValuesToSendMoneyExternalToBCNTablePostgres.implementation.new RecordMapper() {...},13,0,0,0,2,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindCounterpartyDetailsByIdPostgres,57,0,2,0,8,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindCounterpartyDetailsByIdPostgres.implementation.new RecordMapper() {...},50,0,0,0,8,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindSendMoneyExternalToBCNById.Result,120,0,0,0,17,0,17,0,17,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,CheckIfExternalCounterpartyExistsForGivenId,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,InsertValuesToSendMoneyExternalToBCNTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,CheckIfExternalCounterpartyExistsForGivenId.Input,12,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,UpdateRealTransactionIdsInCounterpartyTransactionTablePostgres,55,0,2,0,10,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,UpdateSendMoneyExternalToBCNByIdPostgres,85,0,4,0,14,0,4,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,UpdateRealTransactionIdsInCounterpartyTransactionTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,CheckIfExternalCounterPartyExistsForGivenIdPostgres,39,0,2,0,6,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,UpdateRealTransactionIdsInCounterpartyTransactionTable.Input,36,0,0,0,5,0,5,0,5,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,FindSendMoneyExternalToBCNById,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,InsertValuesToSendMoneyExternalToBCNTablePostgres,104,0,2,0,14,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.transfers.sendMoneyToExternalCounterparty.queries,UpdateSendMoneyExternalToBCNById.Input,171,0,18,0,18,0,21,0,12,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetUserIdValueForKYCTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetUserIdForPasswordTable.Input,21,0,0,0,3,0,3,0,3,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetUserIdForPasswordTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindPasswordValidatedTokenInfoFromShadowLoginTable.Input,12,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToRemoteBitmapImage.Result,9,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToLeoLLTTable.Input,0,30,0,0,0,4,0,4,0,4
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindIdFromDocument.Result,12,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindPasswordValidatedTokenInfoFromShadowLoginTablePostgres,57,0,2,0,7,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToLeoLLTTablePostgres,13,35,1,1,1,7,1,2,0,2
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindIdFromDocument,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetUserIdValueForKYCTablePostgres,43,0,2,0,9,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToPasswordTable.Input,77,21,12,0,9,3,8,3,2,3
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindIdFromDocumentPostgres,33,0,0,0,6,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToBCNAccountTable.Input,51,0,0,0,7,0,7,0,7,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToPasswordTablePostgres,13,29,1,1,1,8,1,2,0,2
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindPasswordValidatedTokenInfoFromShadowLoginTable.Result,48,0,0,0,6,0,6,0,6,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetUserIdForPasswordTablePostgres,43,0,2,0,9,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToBCNAccountTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToMultiResolutionBitmapImageTablePostgres,68,0,4,0,10,0,4,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToDefaultBCNAccountTable.Input,30,0,0,0,4,0,4,0,4,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindPasswordValidatedTokenInfoFromShadowLoginTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToMultiResolutionBitmapImageTable.Result,9,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetShadowLoginTableInactiveForPhoneNumberPostgres,0,29,0,0,0,7,0,2,0,2
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindDocumentTableById.Input,12,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetUserIdValueForKYCTable.Input,21,0,0,0,3,0,3,0,3,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertKYCDetailsPostgres,113,0,2,0,16,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetShadowLoginRecordInactiveForIdPostgres,13,30,1,1,1,8,1,2,0,2
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToMultiResolutionBitmapImageTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToBCNUserTable.Input,81,0,0,0,11,0,11,0,11,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToBCNAccountTablePostgres,65,0,2,0,10,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertKYCDetails,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToLeoLLTTable,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToLeoSLTTable.Input,0,30,0,0,0,4,0,4,0,4
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetShadowLoginTableInactiveForPhoneNumber,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetShadowLoginTableInactiveForPhoneNumber.Input,0,12,0,0,0,2,0,2,0,2
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindPasswordValidatedTokenInfoFromShadowLoginTablePostgres.implementation.new RecordMapper() {...},48,0,0,0,6,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertKYCDetails.Input,60,0,0,0,8,0,8,0,8,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToDefaultBCNAccountTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToMultiResolutionBitmapImageTable.Input,27,0,0,0,5,0,5,0,5,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToMultiResolutionBitmapImageTablePostgres.implementation.new RecordMapper() {...},14,0,0,0,2,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToLeoSLTTable,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindDocumentTableById.Result,27,0,0,0,4,0,4,0,4,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToLeoSLTTablePostgres,13,35,1,1,1,7,1,2,0,2
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindIdFromDocument.Input,12,0,0,0,2,0,2,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetShadowLoginRecordInactiveForId,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindDocumentTableByIdPostgres.implementation.new RecordMapper() {...},26,0,0,0,4,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,SetShadowLoginRecordInactiveForId.Input,0,12,0,0,0,2,0,2,0,2
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToRemoteBitmapImagePostgres,72,0,4,0,10,0,4,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToPasswordTable,0,3,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindIdFromDocumentPostgres.implementation.new RecordMapper() {...},14,0,0,0,2,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToBCNUserTable,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToRemoteBitmapImage,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindDocumentTableByIdPostgres,45,0,2,0,7,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,FindDocumentTableById,3,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToRemoteBitmapImage.Input,39,0,0,0,6,0,6,0,6,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToBCNUserTablePostgres,91,0,4,0,12,0,4,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToDefaultBCNAccountTablePostgres,48,0,2,0,8,0,3,0,2,0
BCN-WS,com.resoluttech.bcn.signUpIn.signUp.queries,InsertValuesToRemoteBitmapImagePostgres.implementation.new RecordMapper() {...},14,0,0,0,2,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.s2sAuthProvider.new Function1() {...},0,9,0,0,0,2,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.redisModule.1.new Function2() {...},26,49,1,1,3,8,1,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt,28,107,1,1,4,14,3,2,2,2
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl.getHomeLayout.homeLayout.new Function1() {...},0,16,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.commonModule.1.1.new Function1() {...},0,4,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ServiceModuleKt.serviceModule.1.2.new Function1() {...},4,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.homeScreen,Mocks,0,19,0,0,0,3,0,3,0,3
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.module.new Function1() {...},0,27,0,0,0,4,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.module.new Function1() {...},4,12,1,1,1,3,1,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetMoneyScreenDataRPCServerImpl..special..inlined.inject.new Function0() {...},11,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.homeScreen,GetMoneyScreenDataRPCServerImpl..special..inlined.inject.new Function0() {...},11,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.homeScreen,GetMoneyScreenDataRPCServerImpl..special..inlined.inject.new Function0() {...},11,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl.getUserAccountsByUserId.new Function1() {...},0,15,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ServiceModuleKt.serviceModule.1.1.new Function1() {...},4,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.versionCheckerModule.new Function1() {...},0,9,0,0,0,2,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,RoutesModuleKt,0,11,0,0,0,1,0,2,0,2
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl.getProfileImage.remoteBitMapImageResult.new Function1() {...},0,40,0,0,0,4,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.s2sAuthProvider.1.new Function2() {...},11,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl,211,1602,40,68,13,173,40,33,0,16
BCN-WS,com.resoluttech.bcn.homeScreen,ServiceModuleKt.testServiceModule.new Function1() {...},0,14,0,0,0,3,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl.getThemedColorById.new Function1() {...},0,15,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImplKt,53,24,6,2,4,3,4,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.versionCheckerModule.1.new Function2() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetMoneyScreenDataRPCServerImpl.getProfileImage.remoteBitMapImageResult.new Function1() {...},40,0,0,0,4,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.commonModule.new Function1() {...},0,14,0,0,0,3,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.module.2..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetMoneyScreenDataRPCServerImpl_ktKt,77,0,8,0,7,0,5,0,1,0
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.module.2.new Function1() {...},0,7,0,0,0,2,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.module.2.new Function3() {...},5,50,2,5,0,5,2,3,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.commonModule.1.new Function2() {...},0,13,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.commonModule.1.new Function2() {...},0,8,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl.getDefaultBCNAccountsByUserId.defaultBCNAccountsByUserIdResult.new Function1() {...},0,15,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl.getThemedImage.new Function1() {...},11,298,6,14,0,30,6,5,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,RoutesModuleKt.routesModule.new Function1() {...},0,14,0,0,0,3,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,RoutesModuleKt.routesModule.1.new Function2() {...},16,0,0,0,1,0,1,0,1,0
BCN-WS,com.resoluttech.bcn.homeScreen,RoutesModuleKt.routesModule.1.new Function2() {...},0,16,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ServiceModuleKt,0,21,0,0,0,2,0,3,0,3
BCN-WS,com.resoluttech.bcn.homeScreen,ServiceModuleKt.testServiceModule.1.new Function2() {...},0,10,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ServiceModuleKt.testServiceModule.1.new Function2() {...},0,10,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl..special..inlined.inject.new Function0() {...},0,11,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl.getSectionItems.sectionItems.new Function1() {...},0,36,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,GetMoneyScreenDataRPCServerImpl,465,0,22,0,47,0,16,0,5,0
BCN-WS,com.resoluttech.bcn.homeScreen,GetHomeDataRPCServerImpl.getLocalizedTextById.new Function1() {...},0,15,0,0,0,1,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ServiceModuleKt.serviceModule.new Function1() {...},0,19,0,0,0,4,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ApplicationKt.redisModule.new Function1() {...},0,9,0,0,0,2,0,1,0,1
BCN-WS,com.resoluttech.bcn.homeScreen,ServiceModuleKt.serviceModule.1.3.new Function1() {...},4,0,0,0,1,0,1,0,1,0
